company	address	city	state	zip_code	lat	lon	website
Studio Brew	221 Moore St	Bristol	VA	24201-4302	36.598351	-82.182148	www.studiobrew.beer
Gladiator Brewing Co.	1050 International Blvd Ste B	Clarksville	TN	37040	36.598642	-87.259672	www.gladiatorbrewing.com
Alvarado Street Brewery & Grill	426 Alvarado St	Monterey	CA	93940-2711	36.599309	-121.89464	
Peter B's Brewpub	2 Portola Plz Behind The Portola Hotel	Monterey	CA	93940-2419	36.602414	-121.894726	www.peterbsbrewpub.com
Charlie's Steak, Ribs & Ale	3009 E State Hiwy 76	Branson	MO	65616-8312	36.639041	-93.276146	www.charliesbranson.com
Damascus Brewery	32173 Government Rd	Damascus	VA	0	36.640246	-81.802036	www.thedamascusbrewery.com
Alvarado Street Brewery	1315 Dayton St Ste E	Salinas	CA	93901-4400	36.648964	-121.630479	
Creek Bottom Brewing	307 N Meadow St	Galax	VA	24333-3019	36.668703	-80.922283	www.creekbottombrewing.com
Monterey Coast Brewing	165 Main Street	Salinas	CA	93901	36.676	-121.654977	www.montereycoastbrewing.com
English Ales Brewery	223 Reindollar Ave Ste A	Marina	CA	93933-3851	36.680061	-121.803717	www.englishalesbrewery.com
House Of Pendragon Brewing Co	1849 Industrial Way Ste 103	Sanger	CA	93657-8727	36.691337	-119.54893	www.hopbeer.com
Big Ugly Brewing Co	845 S Battlefield Blvd	Chesapeake	VA	23322	36.695045	-76.232392	www.biguglybrewing.com
Vortex Alley Brewery	220 E. Central Ave	Ponca City	OK	74601	36.702423	-97.081525	
Ozarks Brewing Company	1872 S. U.S. Hwy. 63	West Plains	MO	65775	36.705275	-91.816733	www.ozarksbrewing.com
Red River Brewing Company	217 W Main St	Red River	NM	87558	36.708894	-105.408088	www.redriverbrewing.com
Wolf Hills Brewing Co	350 Park St SE	Abingdon	VA	24210-3314	36.711838	-81.967234	www.wolfhillsbrewing.com
Mountain Valley Brewing	4220 Mountain Valley Rd	Axton	VA	24054-2985	36.714537	-79.704619	Www.mountainvalleybrewing.com
Wages Brewing Company	1382 Bill Virdon Blvd	West Plains	MO	65775-3383	36.725422	-91.836884	www.wagesbrewco.com
Full Circle Brewing Co	620 F St	Fresno	CA	93706-3413	36.727157	-119.790638	www.fullcirclebrewing.com
Brick & Mortar Brewing Company	212 E Washington St	Suffolk	VA	23434-4514	36.727541	-76.58038	
Three Rivers Eatery and Brewery	101 E Main St	Farmington	NM	87401-2701	36.728882	-108.205278	www.threeriversbrewery.com
Tioga-Sequoia Brewing Co	746 Broadway St	Fresno	CA	93721-2808	36.730755	-119.788209	www.tiogasequoia.com
Zack's Brewing Company	712 Fulton St	Fresno	CA	93721	36.731453	-119.786834	www.zacksbrewingcompany.com
Sackbut Brewing and Barrelwerks	3153 E Huntington Blvd	Fresno	CA	93702-3215	36.739853	-119.771179	www.sackbutbrewing.com
Bronze Owl Brewing	506 Vine St	Poplar Bluff	MO	63901-7331	36.756546	-90.395647	www.bronzeowlbrewing.com
Sequoia Brewing Co - Tower District	777 E Olive Ave	Fresno	CA	93728-3350	36.757885	-119.802145	www.sequoiabrewing.com
King David??s Brewing Company	1844 Co. Rd. 448	Poplar Bluff	MO	63901	36.767184	-90.49286	kingdavidswmb@gmail.com
New Realm Brewing	1209 Craft Ln	Virginia Beach	VA	30306-4317	36.776726	-76.006049	
Tactical OPS Brewing Inc.	2985 N Burl 102	Fresno	CA	93727	36.778896	-119.676459	www.tacticalopsbrewing.com
Back Bay's Farmhouse Brewing Co	1805 Kempsville Rd	Virginia Beach	VA	23464	36.783846	-76.190505	www.farmhousebrewingva.com
Young Veterans Brewing Company	2505 Horse Pasture Rd Ste 104	Virginia Beach	VA	23453-2988	36.786426	-76.055566	www.yvbc.com
Reaver Beach Brewing Co	1505 Taylor Farm Rd	Virginia Beach	VA	23453-3099	36.788189	-76.060321	www.reaverbeach.com
Mad Duck Craft Brewing Company	3085 E Campus Pointe Dr	Fresno	CA	93710-7526	36.811657	-119.734621	www.madduckcraft.com
550 Brewing	119 E Chuska St	Aztec	NM	87410-2110	36.821353	-107.994499	Www.550brew.com
559 Local Brewing	356 POLLASKY AVE.	Clovis	CA	93612	36.82542	-119.702325	www.fresnobrewingcompany.com
Zone 9 Brewing Company	1450 Tollhouse Rd Ste 105	Clovis	CA	93611-0503	36.827293	-119.68912	
Legend Brewing Co	1 High St	Portsmouth	VA	23704-3814	36.834891	-76.296584	
Back Bay Brewing Company	614 Norfolk Ave	Virginia Beach	VA	23451-4419	36.837846	-75.979575	www.backbaybrewingco.com
Gordon Biersch Brewery Restaurant - Virginia Beach	4561 Virginia Beach Blvd	Virginia Beach	VA	23462-3015	36.843235	-76.134586	www.craftworksrestaurants.com
Riley's Brew Pub	2674 Owens Mountain Pkwy	Clovis	CA	93611	36.844918	-119.663235	rileysbrew.pub
Pine and Palm Brewing	352 W Bedford Ave Ste 102	Fresno	CA	93711-6079	36.846216	-119.797981	www.pineandpalmbrewing.com
Wasserhund Brewing Company	1805 Laskin Rd Ste 102	Virginia Beach	VA	23454-4553	36.849143	-76.027446	www.wasserhundbrewing.com
Grillin & Chillin Alehouse	401 McCray St # B24	Hollister	CA	95023-2225	36.851697	-121.39826	www.relaxgrillinchillin.com
Brewery Twenty Five	106 3rd St	Hollister	CA	95023	36.853654	-121.400531	www.brewerytwentyfive.com
Bearded Bird Brewing Co	727 Granby St	Norfolk	VA	23510	36.855165	-76.288757	www.beardedbirdbrewing.com
Home Republic	328 Laskin Rd	Virginia Beach	VA	23451-3020	36.859186	-75.979738	www.homerepublicvabeach.com
Smartmouth Brewing Pilot House	313 32nd St	Virginia Beach	VA	23451-2950	36.860292	-75.980822	
MoMac Brewing Company	3228 Academy Ave	Portsmouth	VA	23703-3203	36.862643	-76.397713	www.momacbrewing.com
Benchtop Brewing Company	1129 Boissevain Ave	Norfolk	VA	23507-1401	36.864812	-76.307818	www.benchtopbrewing.com
Smartmouth Brewing Co	1309 Raleigh Ave Ste A	Norfolk	VA	23507-1367	36.866446	-76.309412	www.smartmouthbrewing.com
Hopkinsville Brewing Company	102 E 5th St	Hopkinsville	KY	42240-3306	36.867612	-87.487465	www.hopkinsvillebrewingcompany.com
Maker's Craft Brewery	735 E 23rd St	Norfolk	VA	23504-1905	36.868331	-76.278634	www.makers.beer
Indian Springs Brewing Company	109 E Main St	Neosho	MO	64850	36.868496	-94.368056	www.indianspringsbrewing.com
Two Fathers Beer Co	2016 Belvidere Rd	Virginia Beach	VA	23454-2233	36.868752	-76.038909	www.twofathersbeer.com
O'Connor Brewing Co	211 W 24th St	Norfolk	VA	23517-1303	36.87003	-76.286234	www.oconnorbrewing.com
Rip Rap Brewing Company	116 E 25th St	Norfolk	VA	23517-1408	36.870423	-76.283755	www.riprapbrewing.com
Coelacanth Brewing	760A W 22nd St	Norfolk	VA	23517-1925	36.871751	-76.295508	www.coelacanth.com
The Bold Mariner Brewing Company	2409 Bowdens Ferry Rd	Norfolk	VA	23508-2450	36.876111	-76.30543	www.boldmariner.com
Elation Brewing	5104 Colley Ave	Norfolk	VA	23508	36.889661	-76.294933	www.elation.beer
Colfax Ale Cellar	215 S 2nd St	Raton	NM	87740-3907	36.900798	-104.439671	Http://www.ColfaxAleCellar.com
Sugar Hill Brewing Company	16622 Broad St	Saint Paul	VA	0	36.904808	-82.310013	www.sugarhillbrewing.com
Pleasure House Brewing	3025 Shore Dr	Virginia Beach	VA	23451-1247	36.909813	-76.078191	www.pleasurehousebrewing.com
Lonesome Pine Brewing Co.	12262 US Highway 19	Lebanon	VA	24266	36.910418	-82.011529	www.lonesomepinebrewing.com
Commonwealth Brewing Co.	2444 Pleasure House Rd	Virginia Beach	VA	23455-1348	36.913566	-76.131861	www.commonwealthbrewco.com
Buffalo Mountain Brewery	332 Webbs Mill Rd N	Floyd	VA	24091	36.921258	-80.325519	
Elkhorn Slough Brewing Company	65 Hangar Way Unit D	Watsonville	CA	95076-2476	36.927598	-121.790257	www.elkhornsloughbrew.com
Second Son Brews	12810 Road 38	Madera	CA	93636-8671	36.934767	-119.858601	
7 Dogs Brewpub	360 W Spring St	Wytheville	VA	24382	36.947693	-81.084988	
Three Monkeys Brewing Co	455 S Pine St Ste 3	Madera	CA	93637-5242	36.948566	-120.072976	www.3monkeysbrewing.com
Corralitos Brewing Co	2536 Freedom Blvd	Watsonville	CA	95076-1046	36.950822	-121.792371	www.corralitosbrewingco.com
Santa Cruz Mountain Brewing	402 Ingalls St Ste 27	Santa Cruz	CA	95060-5869	36.958941	-122.04849	
Humble Sea Brewing Co	820 Swift St	Santa Cruz	CA	95060-5866	36.959774	-122.048887	www.humblesea.com
East Cliff Brewing Company	21517 E Cliff Dr	Santa Cruz	CA	95062-4844	36.963764	-121.991184	www.eastcliffbrewing.com/
New Bohemia Brewing Co	1030 41st Ave	Santa Cruz	CA	95062-4447	36.966611	-121.964622	www.nubobrew.com
Seabright Brewery	519 Seabright Ave Ste 107	Santa Cruz	CA	95062-3482	36.967556	-122.008284	www.seabrightbrewery.com
Bootleggers Restaurant and Brewery	101 S Madison Ave	Aurora	MO	65605-1426	36.974879	-93.72097	www.bootbrewery.com
Riley's Brewing Co	28777 Avenue 15 1/2	Madera	CA	93638	36.975221	-120.022279	www.rileysbrewing.us
Uncommon Brewers	303 Potrero St Ste 40H	Santa Cruz	CA	95060-2778	36.981211	-122.031296	www.uncommonbrewers.com
Wharf Hill Brewing	25 Main St	Smithfield	VA	23430-1320	36.982333	-76.630705	www.wharfhillbrewing.com
Woodhouse Blending & Brewing	119 Madrone St	Santa Cruz	CA	0	36.982435	-122.030181	https://www.woodhousebrews.com/
Sante Adairius Rustic Ales	103 Kennedy Dr	Capitola	CA	95010-3641	36.983231	-121.949517	www.rusticales.com
White Squirrel Brewery	871 Broadway Ave	Bowling Green	KY	42101-2571	36.984422	-86.440933	www.whitesquirrelbrewery.com
Discretion Brewing	2703 41st Ave Ste A	Soquel	CA	95073-3104	36.985588	-121.965348	www.discretionbrewing.com
Shanty Shack Brewing	138 Fern St	Santa Cruz	CA	95060-2118	36.986079	-122.031788	shantyshackbrewing.com
Edge Of The World Brewery	70 N Central St	Colorado City	AZ	86021-1524	36.988291	-112.973352	edgeoftheworld.bar
Yancey's Gastropub and Brewery	128 S Public Sq	Glasgow	KY	42141	36.995019	-85.91271	www.yanceysbrewery.com
Back Home Brewing Company	1502 S 3rd St	Ozark	MO	65721	37.006699	-93.206045	
The Oozlefinch Craft Brewery	81 Patch Rd	Fort Monroe	VA	23651-1052	37.008889	-76.30474	www.oozlefinchbeers.com
Golden State Brew and Grill	7560 Monterey Rd Ste 100	Gilroy	CA	95020	37.009118	-121.56922	
Bull Island Brewing Company	758 Settlers Landing Rd	Hampton	VA	23669-4035	37.0245	-76.341398	www.bullislandbrewing.com
The Vanguard Brewpub & Distillery	504 N King St	Hampton	VA	23669-3057	37.031365	-76.345421	www.thevanguard757.com
Silver Reef Brewing Company	4391 S Enterprise Dr	Saint George	UT	84790	37.032997	-113.574358	www.stgeorgebev.com
Steel Bonnet Brewing Co	20 Victor Sq Ste B	Scotts Valley	CA	95066-3518	37.058555	-122.009317	www.steelbon.net
Staunton River Brewing Company	1571 Mount Calvary Rd	Brookneal	VA	24528-3156	37.060535	-78.895809	www.stauntonriverbrewing.com
Paraiso Brewery	80 W G St	Los Banos	CA	93635-3659	37.067571	-120.854974	www.paraisobrewery.com
Dry Ground Brewing Company	3121 Broadway St	Paducah	KY	42001-4305	37.070815	-88.637602	www.drygroundbrewing.com
Capstan Bar Brewing Company	2036 Exploration Way	Hampton	VA	23666-6260	37.084104	-76.402869	www.capstanbarbrewing.com
Tradition Brewing Company	700 Thimble Shoals Blvd Ste 103	Newport News	VA	23606-4532	37.084882	-76.477127	www.traditionbrewing.com
Paducah Beer Werks	301 N 4th St	Paducah	KY	42001-0753	37.088989	-88.599659	www.paducahbeerwerks.com
Twisted Knot Brewing	11838 Canon Blvd Ste 400	Newport News	VA	23606	37.090822	-76.471564	www.twistedknotbrewing.com
Jarfly Brewing Co	103 W Mount Vernon St	Somerset	KY	42501-1627	37.091696	-84.605712	www.jarflybrewing.com
Chaos Mountain Brewing, LLC	3135 Dillons Mill Rd	Callaway	VA	24067-2615	37.09557	-80.051445	www.chaosmountainbrewing.com
The St. George Brewing Company	204 Challenger Way	Hampton	VA	23666-1365	37.099927	-76.394463	www.stgbeer.com
Tap on Main Brewing Company	601A N Main St	Somerset	KY	42501	37.100819	-84.608283	www.taponmainst.com
Hammer & Forge Brewing Company	70 Main Street	Boones Mill	VA	24064	37.115186	-79.95436	www.hammerandforgebrewing.com
Sunken City Brewing Co	40 Brewery Dr	Hardy	VA	24101-1100	37.118611	-79.722678	www.sunkencitybeer.com
Kelly Brewing Company	70 E 4th St	Morgan Hill	CA	95037	37.127771	-121.650188	www.kellybrewco.com
Great Escape Beer Works	4022 S Lone Pine Ave Suite 200	Springfield	MO	65804	37.139541	-93.237633	www.greatescapebeerworks.com
Flag City Brewing	618 West 4th St	Webb City	MO	64870	37.141667	-94.469808	
River Company Restaurant & Brewery Inc, The	6633 Viscoe Rd	Radford	VA	24141-6903	37.146055	-80.544915	www.therivercompanybrewery.com
4 By 4 Brewing Company	2811 E Galloway St Ste A	Springfield	MO	65804-4601	37.147794	-93.239979	www.4by4brewingcompany.com
Highway 1 Brewing Company	5720 Cabrillo Hwy	Pescadero	CA	94060-9725	37.16527	-122.359896	www.highway1brewing.com
Zion Brewery	2400 Zion Park Blvd	Springdale	UT	84767-0420	37.167725	-113.014226	www.zioncanyonbrewingco.com
Eastern Divide Brewing	3175 Commerce St	Blacksburg	VA	24060	37.1903	-80.390682	www.easterndivide.com
Tie and Timber Beer Company	1459 E Cherry St	Springfield	MO	65802-3356	37.203908	-93.268834	
Springfield Brewing Co	305 S Market Ave	Springfield	MO	65806-2023	37.207829	-93.29567	www.springfieldbrewingco.com
Mother's Brewing Co	215 S Grant Ave	Springfield	MO	65806-2001	37.208146	-93.299324	www.mothersbrewing.com
Lost Signal Brewing Company	610 W College St	Springfield	MO	65806-1240	37.208456	-93.29747	www.lostsignalbrewing.com
Bull & Bones Brewhaus & Grill	1470 S Main St Ste 120	Blacksburg	VA	24060-5571	37.21313	-80.402077	www.bullandbones.com
Right Mind Brewing	1410 S Main St	Blacksburg	VA	24060-5528	37.215242	-80.401008	www.rightmindbrewing.com
Dodgeton Creek Brewing Co.	36730 Democracy Dr	Trinidad	CO	81082-9788	37.219957	-104.490423	www.dodgetoncreek.com
Bottom Shelf Brewery	118 E Mill St	Bayfield	CO	81122	37.225009	-107.599082	www.bottomshelfbrewing.com
Loma Brewing Company	130 N Santa Cruz Ave Ste G	Los Gatos	CA	95030-5949	37.225349	-121.982234	www.lomabrew.com
Billsburg Brewery	2054 Jamestown Rd	Williamsburg	VA	23185-7911	37.227104	-76.779875	www.billsburg.com
White River Brewing Co	505 W Commercial St	Springfield	MO	65803-2631	37.229597	-93.295443	www.whiteriverbrewingco.com
Ammo Brewing	235 N Market St	Petersburg	VA	23803-3207	37.231024	-77.406978	www.ammobrewing.com
White Rock Vineyards & Winery	2117 Bruno Dr	Goodview	VA	24095-2974	37.231699	-79.708138	www.whiterockwines.com
Trapezium Brewing Company	423 3rd St	Petersburg	VA	0	37.233481	-77.401117	www.trapeziumbrewing.com
Rising Silo Brewery	2351 Glade Rd	Blacksburg	VA	24060-1928	37.23581	-80.463094	www.risingsilobrewery.com
Anheuser-Busch Inc Ã¢â‚¬â€œ Williamsburg	7801 Pocahontas Trl	Williamsburg	VA	#N/A	37.23774	-76.653192	www.anheuser-busch.com
SKA Brewing	225 Girard, Bodo Park	Durango	CO	81303-6827	37.239007	-107.87632	
Pagosa Brewing & Grill	118 N Pagosa Blvd	Pagosa Springs	CO	81147-8470	37.255229	-107.079929	www.pagosabrewing.com
Starr Hill Pilot Brewery & Side Stage	6 Old Whitmore Ave SE	Roanoke	VA	24016-1212	37.256841	-79.941265	
Cape Charles Brewing Company	2198 Stone Rd	Cape Charles	VA	23310-2706	37.268813	-76.00107	www.capecharlesbrewing.com
Riff Raff Brewing	274 Pagosa St	Pagosa Springs	CO	81147	37.268934	-107.007254	www.riffraffbrewing.com
A Few Old Goats Brewing	515 8th St SW Ste 228	Roanoke	VA	24016	37.27034	-79.955615	
Three Notch'd Brewing Company	24 Campbell Ave SE	Roanoke	VA	24011	37.271897	-79.939449	
The Virginia Beer Company	401 Second St	Williamsburg	VA	23185-4815	37.272177	-76.681259	www.virginiabeerco.com
Steamworks Brewing Co	801 E 2nd Ave	Durango	CO	81301-5425	37.272305	-107.879935	www.steamworksbrewing.com
Big Lick Brewing Company	409 Salem Ave SW	Roanoke	VA	24016	37.272517	-79.949002	www.biglickbrewingco.com
Precarious Beer Project	521 Prince George St	Williamsburg	VA	23185-3621	37.27289	-76.708662	www.theamberox.com
Carver Brewing Co	1022 Main Ave	Durango	CO	81301-5124	37.274828	-107.880005	carverbrewing.com
Soaring Ridge Craft Brewers	523 Shenandoah Ave NW	Roanoke	VA	24016-2318	37.274998	-79.950157	www.soaringridge.com
Animas Brewing Co	1560 E 2nd Ave	Durango	CO	81301-5186	37.279982	-107.87681	www.animasbrewing.com
Twin Creeks Brewing Company	111 S Pollard St	Vinton	VA	24179-2414	37.28054	-79.897611	www.twincreeksbrewing.com
Campbell Brewing Co	200 E Campbell Ave	Campbell	CA	95008-2010	37.286678	-121.946398	
Rock Bottom Brewery - San Jose	1875 S Bascom Ave Ste 700	Campbell	CA	95008-2310	37.288295	-121.933292	www.rockbottom.com
Olde Salem Brewing Company	21 E Main St	Salem	VA	24153-3806	37.292997	-80.057891	oldesalembrewing.com
Ebb and Flow Fermentations	11 S Spanish St	Cape Girardeau	MO	63703	37.303185	-89.519758	www.ebbandflowfermentations.com
Third Street Brewing	312 W Third St	Farmville	VA	23901	37.303668	-78.394375	www.thirdstbrewing.com
Minglewood Brewery	121 Broadway St	Cape Girardeau	MO	63701-7326	37.305762	-89.518432	www.minglewoodbrewery.com
Buckner's Brewing Co	132 N Main St	Cape Girardeau	MO	63701-7309	37.305784	-89.518115	www.bucknerbrewing.com
Parkway Brewing	739 Kessler Mill Rd	Salem	VA	24153-3035	37.30929	-80.033301	www.parkwaybrewing.com
Strike Brewing Co	2099 S 10th St Unit 30	San Jose	CA	95112-4116	37.310347	-121.85784	www.strikebrewingco.com
Geartooth AleWerks	1635 S 7th St	San Jose	CA	95112-5932	37.314603	-121.866069	www.geartoothalewerks.com
Bison Brewing Co	1627 S 7th St	San Jose	CA	95112-5932	37.314693	-121.866137	bisonbrew.com
Hermitage Brewing Company	1627 S 7th St	San Jose	CA	95112-5932	37.314693	-121.866137	www.hermitagebrewing.com
Brass Cannon Brewing	5476 Mooretown Rd	Williamsburg	VA	23188-2108	37.316106	-76.730601	www.brasscannonbrewing.com
Santa Clara Valley Brewing	101 E Alma Ave	San Jose	CA	95112-5944	37.317339	-121.873057	www.scvbrewing.com
Hapa's Brewing Company	460 Lincoln Ave # 90	San Jose	CA	95126-3702	37.319995	-121.908238	http://hapasbrewing.com/
Alewerks Brewing Company	189-B Ewell rd	Williamsburg	VA	23188-2185	37.321008	-76.733339	www.alewerks.com
Clandestine Brewing	980 S 1st Ste B	San Jose	CA	95110-3127	37.321579	-121.878699	www.clandestinebrewing.com
Piney River Brewing Company	15194 Walnut Grove Dr	Bucyrus	MO	65444-9002	37.321583	-92.01776	www.pineyriverbrewing.com
Camino Brewing Co LLC	718 S 1st St	San Jose	CA	95113	37.325461	-121.88218	www.caminobrewing.com
Uproar Brewing	439 S 1st St	San Jose	CA	95113-2816	37.329265	-121.885884	www.uproarbrewing.com
South Gate Brewing Co	40233 Enterprise Dr	Oakhurst	CA	93644-8839	37.332013	-119.661348	www.southgatebrewco.com
Whole Foods Market Brewing Company- Floodcraft Brewing	777 The Alameda	San Jose	CA	95126-3155	37.332507	-121.905128	floodcraftbrewing.com/
Beale's	510 Grove St	Bedford	VA	24523	37.33574	-79.518511	www.bealesbeer.com
South Bay Brewco	930 McLaughlin Ave	San Jose	CA	95122-2611	37.336342	-121.855563	
Brewtality	930 McLaughlin Ave	San Jose	CA	95122-2611	37.336342	-121.855563	www.brewtality.com
Mancos Brewing Company	484 E. Frontage Rd	Mancos	CO	81328-9079	37.348223	-108.282936	www.mancosbrewingcompany.com
Main Street Brewery/Four Corners	21 E Main St	Cortez	CO	81321-3240	37.348466	-108.584589	
J. Fargo's Family Dining & Micro Brewery / Coyote J Brewing Co	1209 E Main St	Cortez	CO	81321-2910	37.348544	-108.570318	www.jfargos.com
Taplands Brewery	1171 Homestead Rd Ste 110	Santa Clara	CA	95050-5479	37.348657	-121.946165	www.taplands.com
WildEdge Brewing Collective	111 N Market St	Cortez	CO	81321-3214	37.350009	-108.58543	www.wildedgebrewing.com
Gordon Biersch Brewing Co	357 E Taylor St	San Jose	CA	95112-3105	37.35351	-121.892599	www.gordonbiersch.com
Mountain Rambler Brewery	186 S Main St	Bishop	CA	93514-3415	37.361275	-118.39543	www.mountainramblerbrewery.com
Apocalypse Ale Works	1257 Burnbridge Rd	Forest	VA	24551-3803	37.362213	-79.287733	www.apocalypsebrewworks.com
Golden State Brewery	1252 Memorex Dr	Santa Clara	CA	95050-2812	37.362442	-121.95359	www.goldenstate.beer
Krikelkay Brewing Company	201 Old Courthouse Rd	Appomattox	VA	24522-4034	37.365263	-78.83316	www.krikelkaybrewing.com
Sophisticated Hound Brewing Company	833 Mercer St	Princeton	WV	24740	37.369419	-81.094124	
Lazy Duck Brewing	1723 Rogers Ave Ste E	San Jose	CA	95112-1124	37.374714	-121.909423	www.lazyduckbrewing.com
Off The Rails Brewing Company	111 S Murphy Avenue	Sunnyvale	CA	94086	37.377435	-122.030273	www.offtherailsbrewing.com
Faultline Brewing Co	1235 Oakmead Pkwy	Sunnyvale	CA	94085-4040	37.386932	-121.992653	
Colorado Farm Brewery	2070 County Road 12 S	Alamosa	CO	81101-9116	37.400191	-105.985357	www.cofarmbeer.com
Red Branch Brewing Company / Rabbits Foot Meadery	1246 Birchwood Dr	Sunnyvale	CA	94089-2205	37.404441	-121.992006	www.redbranchcider.com
Gloucester Brewing Company	6778 Main St	Gloucester	VA	23061	37.412061	-76.520495	
Palo Alto Brewing Co	1080B La Avenida St	Mountain View	CA	94043-1422	37.413333	-122.071714	www.paloaltobrewing.com
mybeer	abc amphitheatre apt 1	mountain view	CA	94043	37.421865	-122.070895	www.toit.com
Ballast Point Brewing Company	555 International Pkwy	Daleville	VA	92802-2294	37.433918	-79.913884	
Steam Bell Beer Works	1717 Oak Lake Blvd E	Midlothian	VA	23112-3995	37.456095	-77.625652	www.steambell.beer
Sacrilege Brewing Project	730 Main St	Half Moon Bay	CA	94019-1925	37.460935	-122.429844	
San Luis Valley Brewing Co	631 Main St	Alamosa	CO	81101-2557	37.468441	-105.866837	www.slvbrewco.com
Dolores River Brewery	100 S. 4th St.	Dolores	CO	81323-1003	37.473559	-108.504697	www.doloresriverbrewery.com
FreeWheel Brewing Co	3736 Florence St (Marsh Manor)	Redwood City	CA	94063-4418	37.47839	-122.186595	
Square Peg Brewerks	PO BOX 1432	Alamosa	CO	81101-1432	37.479933	-105.790967	www.squarepegbrewerks.com
Dueling Barrels	745 Hambley Blvd	Pikeville	KY	41501-9078	37.481865	-82.518786	www.duelingbarrels.com
Ghostwood Beer Company	965 Brewster Ave	Redwood City	CA	94063	37.487454	-122.235162	www.ghostwoodbeer.com
1850 Brewing Company	5134 Bullion St	Mariposa	CA	95338	37.491619	-119.969837	www.1850brewingcompany.com
Devil's Canyon Brewing Company	935 Washington St	San Carlos	CA	94070-5316	37.498535	-122.243749	www.DevilsCanyon.com
Fossil Fuels Brewing Co	45928 Omega Dr	Fremont	CA	94539-6848	37.499712	-121.921317	
JP DasBrew	44356 S Grimmer Blvd	Fremont	CA	94538-6385	37.503195	-121.955432	www.dasbrewinc.com
Hop Dogma Brewing Company	270 Capistrano Rd #22	Half Moon Bay	CA	94019	37.503454	-122.483582	www.hopdogma.com
Half Moon Bay Brewing Co	390 Capistrano Road	Half Moon Bay	CA	94019	37.50631	-122.486809	www.hmbbrewingco.com
Dust Bowl Brewing Co	3000 Fulkerth Rd	Turlock	CA	95380-9403	37.507085	-120.884171	www.dustbowlbrewing.com
Extra Billys Brewery and Smokehouse	1110 Alverser Dr	Midlothian	VA	23113-2654	37.507204	-77.618426	www.extrabillys.com
Blue Oak Brewing Co	821 Cherry Ln	San Carlos	CA	94070-3306	37.510198	-122.253003	blueoakbrewing.com
Triple Crossing Brewing Company	5203 Hatcher St	Richmond	VA	23231-3199	37.51265	-77.407147	www.triplecrossingbeer.com
Stone Brewing Co- Richmond	4300 Williamsburg Ave	Richmond	VA	23231-1225	37.520919	-77.411038	
Basic City Beer Co.	212 W 6th St	Richmond	VA	23224	37.526141	-77.442154	
Legend Brewing Co	321 W 7th St	Richmond	VA	23704-3814	37.526777	-77.442977	www.legendbrewing.com
Shiplock Brewing	115 S 15th St	Richmond	VA	23219-4252	37.532913	-77.431714	www.shiplockbrewing.com
Lickinghole Goodwater	1717 E Franklin St	Richmond	VA	0	37.533867	-77.42717	
Triple Crossing Brewing Company	113 S. Foushee St.	Richmond	VA	23231-3199	37.54163	-77.44557	www.triplecrossingbeer.com
Champion Brewing Company	401 E Grace St	Richmond	VA	23219-1837	37.542433	-77.439119	www.championbrewingcompany.com
Jack's Brewing Co	39176 Argonaut Way	Fremont	CA	94538-1304	37.544056	-121.987509	
Von Jakob Winery	230 Illinois Hwy 127	Alto Pass	IL	62905	37.546479	-89.357896	www.vonjakob.com
Canon & Draw Brewing Company	1527 W Main St	Richmond	VA	23220	37.547163	-77.460469	www.canonanddraw.beer
Garden Grove Brewing Company	3445 W Cary St	Richmond	VA	23221-2726	37.554867	-77.485924	www.gardengrovebrewing.com
Tabol Brewing	704 Dawn St	Richmond	VA	23222	37.5622	-77.441327	
Bingo Beer Company	2900 West Broad Street	Richmond	VA	23230	37.563577	-77.47154	
Castleburg Brewery	1626 Ownby Ln	Richmond	VA	23220-1317	37.564057	-77.459104	www.castleburgbrewery.com
Three Notch'd RVA Collab House	2930 W Broad St	Richmond	VA	23230-5114	37.564384	-77.472523	www.threenotchdbrewing.com
Hardywood Park Craft Brewery	2408 Ownby Ln	Richmond	VA	23220-1319	37.564587	-77.457402	www.hardywood.com
Loose Shoe Brewing Company, LLC	198 Ambriar Plz	Amherst	VA	0	37.565167	-79.063046	www.looseshoebrewing.com
Strangeways Brewing Company	3110 W Leigh St	Richmond	VA	23230	37.567815	-77.471402	
Ardent Craft Ales	3200 W Leigh St	Richmond	VA	23230-4410	37.568304	-77.471961	www.ardentcraftales.com
The Veil Brewing Company	1301 Roseneath Rd	Richmond	VA	23230-4623	37.568415	-77.475443	www.theveilbrewing.com
Isley Brewing Company	1715 Summit Ave	Richmond	VA	23230-4515	37.569037	-77.468544	www.isleybrewingcompany.com
Vasen Brewing Company	3331 Moore St	Richmond	VA	23230-4423	37.569959	-77.472791	www.vasenbrewing.com
Blaker Brewing	1063 Montcalire Dr	Ceres	CA	95307	37.576386	-120.97973	www.blakerbrewing.com
Steelhead Brewing Co - Burlingame Station	333 California Dr	Burlingame	CA	94010-4114	37.580181	-122.346496	www.steelheadbrewery.com
Strangeways Brewing - RVA	2277 Dabney Rd Ste A	Richmond	VA	23230-3335	37.586429	-77.483355	http://strangewaysbrewing.com/
Boat Town Brewing	18146 Campground Rd	Phillipsburg	MO	65722-8122	37.590058	-92.731526	www.boattownbrewing.com
The Answer Brewpub	6008 W Broad St	Richmond	VA	23230-2222	37.593179	-77.507182	www.theanswerbrewpub.com
Fine Creek Brewing Company	2425 Robert E Lee Rd	Powhatan	VA	23139-4411	37.597811	-77.817688	www.finecreekbrewing.com
